PLUIDM|PLUIGR|TAG|RENCENG|MINOR|KDIDM
20049201|1284810|R|1|1|G089
20046938||N|0|1|G089
20046326||N|0|1|G089
20002873|1018030|N|1|1|G089
20047694|1283950|N|1|1|G089
20084907|1304530|N|1|2|G089
20055254|1387020|N|1|1|G089
10033142|0858320|N|1|1|G089
20029259||N|0|1|G089
20030663||N|0|1|G089
20029629||N|0|1|G089
20029921||N|0|1|G089
20033641||N|0|0|G089
20038530||R|0|1|G089
20060385|1527880|N|1|1|G089
20065273|1263510|N|1|2|G089
20111503|||0|0|G089
20097485|1575210||1|2|G089
10030733|0714180|E|1|10|G089
10025987|1514800||1|2|G089
20130780|1682440||1|6|G089
20130888|1683600||1|1|G089
20093182|1471870||1|1|G089
20067474|1372490||1|1|G089
10028390|0791430||1|2|G089
10023833|1440550||1|2|G089
20069549|1529670||1|2|G089
20096135|1689840|N|1|1|G089
20096523|1495680|R|1|1|G089
20098426|1467830|N|1|1|G089
10026995|1116550|N|1|12|G089
20044561||N|0|1|G089
20047483||R|0|1|G089
20048164||R|0|1|G089
20039596||N|0|1|G089
20038074||N|0|1|G089
20023707|1172790|N|1|1|G089
10005242|0816130|R|1|4|G089
10020031|1401920|R|1|1|G089
20047533|1864340|N|1|1|G089
20052243||N|0|1|G089
20035765||N|0|1|G089
20056339|1378430|R|1|1|G089
20023658|1364510|N|1|1|G089
20084442|1498560|N|1|2|G089
20085753|1430180|N|1|1|G089
20086152|1312960|N|1|1|G089
20086143||R|0|1|G089
20065493|1301500|R|1|1|G089
20067018|1554900|N|1|1|G089
20065492|1301490|R|1|1|G089
20067710||N|0|1|G089
20069612|1686260|N|1|1|G089
20069313||N|0|1|G089
20056127||N|0|3|G089
10005957|1714440|N|1|2|G089
10016419|1361960|N|1|1|G089
20003699||R|0|1|G089
20040315|1195050||1|1|G089
20131885|1860950||1|1|G089
20078866|1452610|Z|1|1|G089
20041350|1195060|N|1|1|G089
20128713|1605120||1|1|G089
20088105|1323810||1|1|G089
20053901|1383200|V|1|1|G089
20040712||F|0|1|G089
20045692|1241630|N|1|1|G089
20051197||N|0|1|G089
20051185||N|0|1|G089
20030791||R|0|0|G089
20030289||R|0|1|G089
20030165|1232450|N|1|2|G089
20036743||R|0|1|G089
20056925||N|0|1|G089
20031783|1203910|N|1|1|G089
20014080|1117340|N|1|2|G089
20052162||N|0|1|G089
20051507||N|0|1|G089
20127755|1742160|R|1|6|G089
20090328|1419030|N|1|2|G089
20063270|1635900|N|1|1|G089
20088088|1323880|F|1|2|G089
20070765|1323760|N|1|1|G089
20089985|1667420|R|1|1|G089
20029328|1456040|N|1|1|G089
20092549|1375920|N|1|2|G089
20094553|1434080|N|1|2|G089
20094659|1689740|R|1|1|G089
20094661|1689770|R|1|1|G089
20095745|1580730|N|1|1|G089
20100729|1592780|N|1|2|G089
20045048|1178980|R|1|2|G089
20046323|1864400|N|1|1|G089
20042521|1203580|R|1|1|G089
20063080||N|0|1|G089
20046320||N|0|1|G089
20052470||N|0|1|G089
20034627||N|0|1|G089
10032126||R|0|2|G089
20048446||R|0|1|G089
20036200|1338910|R|1|2|G089
20010807|1112210|N|1|2|G089
20116111|1704640||1|8|G089
20103371|1496270||1|4|G089
10000753|1534210||1|6|G089
10036942|0252620||1|1|G089
20116684|1705270||1|2|G089
20116686|1629840||1|2|G089
10035165|1068820|D|1|24|G089
10036899|0812070|J|1|1|G089
10024555|0646370||1|1|G089
20114623|1544740|F|1|1|G089
20118164||Z|0|200|G089
20066188|1271280|N|1|1|G089
20063329|1358100|R|1|2|G089
20066482||N|0|1|G089
20056206|1382520|R|1|1|G089
20044617|1864090|N|1|1|G089
20030577|1241920|R|1|1|G089
20060463||R|0|1|G089
20098263|1467080|R|1|1|G089
20098437|1467790|N|1|6|G089
20098763|1490980|F|1|1|G089
20101924|1542930|N|1|2|G089
20098180|1574470|R|1|2|G089
20102182|1653850|N|1|1|G089
20035255||N|0|1|G089
20048587||N|0|1|G089
20011675|1139150|R|1|12|G089
20018134|1129510|N|1|1|G089
20046430||N|0|1|G089
20045401|1533290|R|1|1|G089
20038483||R|0|1|G089
20063039||N|0|1|G089
20046787||N|0|1|G089
20052082|1481400|N|1|3|G089
20046957||N|0|1|G089
20087872|1306240|N|1|2|G089
20087419|1336330|N|1|1|G089
20089367|1353700|R|1|1|G089
20088359|1515630|N|1|1|G089
20089973|1667590|R|1|1|G089
20089798|1354350|Z|1|1|G089
20092324|1314180|R|1|1|G089
20091399|1266480|N|1|2|G089
20087478|1336390|R|1|3|G089
20095141|1523920|R|1|2|G089
20095231|1511500|R|1|1|G089
20095741|1541660|N|1|24|G089
20096096|1581790|N|1|1|G089
20096780|1490290|N|1|2|G089
20121386|1673890|N|1|1|G089
20004092||N|0|4|G089
20062761||N|0|1|G089
20062253|1443840|F|1|1|G089
10013888|0419000|R|1|1|G089
20045690||R|0|1|G089
20064599||N|0|1|G089
20064201|1359200|N|1|1|G089
20064215|1359100|N|1|1|G089
20105584|1491730|N|1|1|G089
10033610|0893340|N|1|1|G089
20111557|1583160|N|1|2|G089
20115289|1671940|N|1|2|G089
20035326||R|0|2|G089
20007827|1054900|R|1|1|G089
20040311||N|0|1|G089
20055333||N|0|1|G089
20048864||N|0|1|G089
20048884|1864650|N|1|1|G089
20053494||N|0|1|G089
20053564||N|0|1|G089
20016286|1121030|N|1|2|G089
10000680|0029860|N|1|1|G089
20023868|1172060|N|1|2|G089
20040460||N|0|10|G089
20040529|1220490|N|1|1|G089
20082405|1411630|R|1|1|G089
20101224|1461430|V|1|1|G089
20098728|1582280|N|1|1|G089
20098735|1462020|N|1|1|G089
20103257|1525890|N|1|2|G089
20101381|1457710|N|1|4|G089
20131388|1660960|G|1|1|G089
20107871|1500800|N|1|1|G089
20107800|1423780|N|1|1|G089
20109065|1416070|F|1|1|G089
20110646|1462230|N|1|2|G089
20113277|1626230|R|1|1|G089
20101339|1457350|R|1|1|G089
20112360|1836410|N|1|4|G089
20114660|1544760|N|1|4|G089
20115741|1836790|N|1|2|G089
20084745|1499100|N|1|1|G089
20083857|1393660|N|1|2|G089
20074326|1372850|N|1|2|G089
20085101|1304640|R|1|2|G089
20087010|1687790|N|1|2|G089
20090398|1419650|N|1|1|G089
20082459||N|0|1|G089
20089964|1667470|R|1|1|G089
20090537|1432340|N|1|1|G089
20031234|1472090|N|1|1|G089
20092449|1710480|N|1|2|G089
20094821||N|0|1|G089
20095564|1541820|R|1|1|G089
20095422|1495190|N|1|1|G089
20096966|1643600|N|1|2|G089
20062902|1380650|R|1|1|G089
20046904|1163650|R|1|1|G089
20050007||N|0|1|G089
20050916||R|0|1|G089
20058886||N|0|1|G089
20036985||N|0|1|G089
10010417|1341690|N|1|1|G089
20047023||N|0|1|G089
20046412||R|0|1|G089
20035391||N|0|1|G089
20116672|1705340|F|1|1|G089
20116809|1704980|R|1|1|G089
20120276|1627440|R|1|10|G089
20120034|1502360|N|1|24|G089
20118735|1486170|R|1|1|G089
20099792|1423060|N|1|1|G089
20101105|1504850|N|1|6|G089
20098516|1490370|N|1|2|G089
20101217|1461550|V|1|1|G089
20086993|1687690|N|1|1|G089
20020230|1215010|F|1|1|G089
20098451|1459360|N|1|1|G089
20072060|1575130|N|1|1|G089
20102164|1653310|N|1|1|G089
20103345|1496170|N|1|2|G089
20102655|1505610|N|1|1|G089
20095019|1710110|F|1|1|G089
20104842|1528890|R|1|1|G089
20107054|1426800|R|1|2|G089
20098459|1459380|N|1|1|G089
20113692|1546580|R|1|1|G089
20113002|1631890|R|1|1|G089
10010714||N|0|1|G089
20027452||R|0|2|G089
20043784|1322270|N|1|1|G089
20024761||N|0|1|G089
20023470|1521100|N|1|1|G089
20037198||N|0|4|G089
20056931||R|0|1|G089
20037156|1320940|N|1|10|G089
20056352|1378120|N|1|40|G089
20048532|1269850|N|1|10|G089
20055559|1315540|N|1|1|G089
10022374|1153460|N|1|1|G089
20056642|1356170|R|1|1|G089
20056217||N|0|1|G089
20055332||N|0|1|G089
20041116||R|0|1|G089
20041117||N|0|0|G089
20049779|1394540|N|1|1|G089
20059870|1671460|R|1|1|G089
20053909||R|0|1|G089
20055272||N|0|1|G089
20054887||N|0|1|G089
20057287|1553560|N|1|1|G089
20029795||N|0|1|G089
20030029||N|0|1|G089
20060050|1527680|N|1|1|G089
20024721||R|0|1|G089
20052438|1357090|R|1|1|G089
20013724|1863850|N|1|1|G089
20041845|1259920|R|1|1|G089
20062302||N|0|1|G089
20032806|1271670|N|1|2|G089
20062006||N|0|1|G089
10034330|0868530||1|1|G089
20027164||R|0|1|G089
20049761|1864640|N|1|1|G089
20025335||N|0|1|G089
20069768|1359430||1|2|G089
20113972|1460500||1|40|G089
20096499|1473130||1|10|G089
20071356||N|0|1|G089
20073702|1311350|N|1|1|G089
20072607||N|0|1|G089
20073140|1311430|N|1|1|G089
20075336|1549640|N|1|1|G089
10036600|1227620|N|1|1|G089
20086146|||0|1000|G089
20087044|1688220|R|1|12|G089
20087659|1337440|N|1|1|G089
20054861|1516650|R|1|1|G089
20088741|1516500|R|1|2|G089
20090690|1432650|N|1|1|G089
20091718|1297140|N|1|1|G089
20091288|1299530|N|1|1|G089
20093141|1551110|N|1|1|G089
20093949|1822080|R|1|1|G089
20094037|1817860|R|1|1|G089
20084473|1498760|N|1|2|G089
20057012||N|0|1|G089
20052189|1340230|N|1|1|G089
20046335||N|0|1|G089
20054875|0088010|Z|1|5000|G089
20080923|1265930||1|1|G089
20027850|1204750||1|1|G089
20106129||N|0|1|G089
20125093|1588000||1|1|G089
20130485|1700960||1|1|G089
20131996|||0|1|G089
20114434|1633750|I|1|1|G089
20022540|1409390|N|1|2|G089
10037435|0019130|N|1|1|G089
20037588|1521600|N|1|10|G089
20075325|1549800|N|1|1|G089
20078761|1534480|N|1|2|G089
20078762|1534320|N|1|5|G089
20079846|1389520|N|1|0|G089
20070664|1333110|N|1|1|G089
20083718|1531130|N|1|2|G089
20083548|1531100|N|1|2|G089
20084693|1499360|R|1|1|G089
20084466|1498640|N|1|1|G089
20091178|1383560|R|1|1|G089
20097109|1414140|N|1|2|G089
20096535|1495640|N|1|1|G089
20028267|1302980|R|1|1|G089
10034124|1011750|F|1|2|G089
20046080|1164000|N|1|10|G089
20028846||R|0|1|G089
20048545||N|0|2|G089
20052655|1473790|N|1|1|G089
20016072|1255520|N|1|1|G089
20009262||R|0|1|G089
20056495|1320770|N|1|10|G089
20040635||R|0|1|G089
10038545|0086810|N|1|2|G089
20038627||N|0|1|G089
20034033||R|0|1|G089
20035534|1195160|N|1|3|G089
20045402|1533280|R|1|1|G089
20045047|1355480|F|1|1|G089
20052143||N|0|1|G089
20032435||R|0|1|G089
20044061||R|0|1|G089
20060248|1527540|N|1|1|G089
10003325|0308190|N|1|2|G089
20107852|1423730|N|1|2|G089
20057585||N|0|1|G089
20049807|1431820|N|1|1|G089
20045999|1232230|N|1|1|G089
20041791||N|0|1|G089
20061779|1358060|N|1|1|G089
20056066||N|0|1|G089
20056595||N|0|1|G089
20046410||N|0|1|G089
20038576|1344090|N|1|1|G089
20052150|1340310|N|1|1|G089
20022840||R|0|1|G089
20053531||R|0|1|G089
20030201|1203850|N|1|1|G089
20051875||N|0|1|G089
20045986||R|0|1|G089
20052829|1681190|N|1|1|G089
20049617|1323210|N|1|2|G089
20055352|1553180|N|1|1|G089
20015043|1278070|R|1|1|G089
20054957||N|0|1|G089
20057870||N|0|1|G089
10025895||R|0|1|G089
20052221||N|0|1|G089
20052023||N|0|1|G089
20051702||R|0|1|G089
20132211|||0|0|G089
20109230|1584000||1|2|G089
20002988|1018840||1|2|G089
20069149|1557740|L|1|4|G089
20128820|1606090||1|1|G089
10036934|0031070||1|2|G089
20111641|1583390||1|2|G089
20054893||N|0|1|G089
20061761||N|0|1|G089
20054262||R|0|1|G089
20053961||R|0|1|G089
20054648||R|0|1|G089
20060069||N|0|1|G089
20054255||R|0|1|G089
20034513|1164910|F|1|2|G089
20015217|1863870|N|1|1|G089
20052274|1507120|F|1|1|G089
20053686||N|0|1|G089
20052431|1347380|N|1|1|G089
20048548|1290400|N|1|1|G089
10018940|0509550|N|1|1|G089
10025993||N|0|0|G089
20066379||N|0|1|G089
20131047|1438400||1|1|G089
10000656|1627570||1|1|G089
10022100|0602910||1|1|G089
20056198||N|0|1|G089
20053907|1382840|R|1|1|G089
20054708|1652610|N|1|1|G089
20009185|1075060|N|1|1|G089
20047889||N|0|1|G089
20047828||N|0|1|G089
20047277||N|0|1|G089
20061857|1342020|N|1|1|G089
20048214|1330100|N|1|1|G089
20048127|1180720|N|1|1|G089
10005896|0287840|N|1|1|G089
20052886||N|0|1|G089
20053166||N|0|1|G089
20044272|1239740|N|1|2|G089
20049578||N|0|1|G089
20047441|1384160|N|1|1|G089
20046108|1180060|N|1|1|G089
20057380|1355670|N|1|1|G089
20057404||N|0|1|G089
20038024||R|0|1|G089
20015661|1114710|R|1|1|G089
20047255||F|0|3|G089
20064961|1380580|R|1|1|G089
20056988||N|0|1|G089
20043129|1326880|R|1|1|G089
20053962||R|0|1|G089
20063325||N|0|1|G089
20065374|1397070|N|1|40|G089
20064451|1387650|R|1|1|G089
20064109||N|0|1|G089
20066442|1271840|N|1|1|G089
20065488|1397670|N|1|2|G089
20049237||N|0|1|G089
20032714|1277770|R|1|1|G089
20036199|1338900|R|1|1|G089
20046663|1475840|R|1|1|G089
20046658|1475860|N|1|1|G089
20054343||R|0|1|G089
20046855||N|0|1|G089
20040825||R|0|1|G089
20057819||N|0|1|G089
20048480||N|0|0|G089
20053399||N|0|1|G089
20128702|1973290|I|1|1|G089
10036882||N|0|2|G089
20027713||R|0|2|G089
10005309|0263770|N|1|1|G089
20067578||N|0|1|G089
20067514|1479080|N|1|1|G089
20069788|1361200|N|1|24|G089
20070973|1311300|R|1|1|G089
20070061|1864920|N|1|1|G089
20071874|1714010|N|1|1|G089
20071808|1336210|N|1|1|G089
20100021|1475080|R|1|1|G089
20098111|1574360|N|1|1|G089
20092992|1305430|R|1|1|G089
20103574|1496860|F|1|1|G089
20038023||R|0|1|G089
10032244||R|0|1|G089
20022413|1520400|N|1|1|G089
20042631||R|0|1|G089
20054073|1377830|N|1|1|G089
20054373||N|0|1|G089
20132167|||0|25|G089
20102122|1459660|R|1|12|G089
20102077|1459390|N|1|1|G089
20102165|1653830|N|1|1|G089
20102822|1780660|N|1|1|G089
20101861|1451840|N|1|24|G089
20091188|1266520|N|1|1|G089
20076447|1294260|N|1|1|G089
20108420|1424280|F|1|1|G089
20102267|1700570|N|1|2|G089
20046095|1232440|N|1|1|G089
20048448|1166600|R|1|1|G089
20048947|1275500|N|1|2|G089
20047675||R|0|1|G089
20052778|1668190|N|1|2|G089
10009588|0358310|N|1|1|G089
20053552|1401980|N|1|1|G089
20064325||N|0|1|G089
20106027|1593940|I|1|1|G089
20126656|1572950|I|1|1|G089
20098883|1457280|V|1|1|G089
20098884|1457310|V|1|1|G089
20090830|1690260||1|1|G089
20115342|1672340|Z|1|500|G089
20125049||Z|0|0|G089
20037326|1363890|N|1|10|G089
20027233||N|0|1|G089
10000244|1149200|N|1|2|G089
20046801||N|0|0|G089
20047054||N|0|1|G089
20005531|1080380|N|1|6|G089
20042274||R|0|1|G089
20040631|1201750|N|1|1|G089
20045734||N|0|1|G089
20035013|1191530|N|1|2|G089
20054540||N|0|1|G089
20034878|1317940|R|1|1|G089
20051681||N|0|1|G089
10034859|0873080|R|1|1|G089
20038054||N|0|1|G089
20036445|1259850|R|1|1|G089
10026499|1481430|N|1|1|G089
20041498||N|0|1|G089
20034284|1168680|N|1|1|G089
20036024|1152730|N|1|1|G089
20012860|1098760|N|1|1|G089
20052027||N|0|1|G089
20057875|1482590|N|1|1|G089
20054677||N|0|1|G089
20030208||N|0|1|G089
20059787|1490070|N|1|1|G089
20061936||N|0|1|G089
20003771|1177700|N|1|1|G089
20033664||R|0|3|G089
20056199||N|0|1|G089
20056213||N|0|1|G089
20046711||N|0|1|G089
20060355||R|0|1|G089
20060339||R|0|1|G089
20047035|1368620|R|1|2|G089
10037351|0069120|N|1|1|G089
20049292|1285180|R|1|1|G089
20052558|1259610|R|1|1|G089
10035234|0876310|N|1|1|G089
10008588|0400310|N|1|1|G089
20122742|1579740||1|1|G089
20031552|1236280|N|1|1|G089
20084959|1430360|N|1|1|G089
20125798|1540570|N|1|1|G089
20102037|1439280||1|1|G089
20011308|1103050||1|2|G089
10000077|1484060||1|2|G089
20052514||N|0|1|G089
20052499|1259410|N|1|1|G089
20044140|1202140|N|1|1|G089
20026863|1007580|N|1|1|G089
20035691|1189910|R|1|1|G089
20035728||R|0|1|G089
20063099||N|0|2|G089
20010496||N|0|1|G089
20012572|1372550|R|1|12|G089
20012576|1154270|R|1|1|G089
20072649||N|0|1|G089
10004780|0813310||1|4|G089
20052877|1668560||1|2|G089
10036559|1415820|V|1|1|G089
10000135|0003060||1|2|G089
20096979|1643070||1|2|G089
10000542|1711690||1|6|G089
20126308|1464300||1|1|G089
20043381|1366960||1|2|G089
20040434|1825200||1|1|G089
10003696|1014050||1|2|G089
20122276|1522290||1|1|G089
20099148|1552830||1|2|G089
20128874|1974650||1|1|G089
20020120|1228860||1|1|G089
10005491|0447290|L|1|5|G089
20072605|1686300|N|1|1|G089
20073850||N|0|1|G089
20074048|1274510|N|1|1|G089
20074061|1320660|N|1|1|G089
20074709|1686860|R|1|1|G089
20076040|1351920|N|1|1|G089
20075626|1498350|R|1|6|G089
20075332|1549720|N|1|1|G089
20075334|1549680|N|1|1|G089
20074068|1274580|N|1|1|G089
20070943|1311700|N|1|1|G089
20077005|1281000|N|1|1|G089
20079879|1389810|N|1|2|G089
20124882|1446340||1|1|G089
20048813|1344960|N|1|1|G089
20045450||N|0|1|G089
20020490|1381450|N|1|2|G089
20029069||N|0|1|G089
20028289||N|0|1|G089
20030281||N|0|1|G089
20029669||N|0|1|G089
20025243||R|0|1|G089
10000445|0013620|N|1|2|G089
20044835||N|0|0|G089
10016709||N|0|2|G089
10016165||N|0|1|G089
20013977|1103970|R|1|1|G089
20045905||R|0|6|G089
10009988|1217340|N|1|1|G089
20064545|1388130|N|1|1|G089
20065221||R|0|1|G089
20062670||R|0|1|G089
20065357||N|0|1|G089
20063158|1635970|N|1|2|G089
20064074||N|0|1|G089
20108817|1427290||1|2|G089
20129961|1691420||1|3|G089
20019830|1590450||1|2|G089
20129417|1707500||1|2|G089
20128789|1974740|I|1|1|G089
20124057|1509930|I|1|1|G089
20105569|1710440||1|1|G089
20115496|1825370|V|1|1|G089
20112450|1780590||1|2|G089
20082114|1491110||1|1|G089
20121203|1502460|T|1|2|G089
20080363|1281930|R|1|1|G089
20082409|1429750|R|1|1|G089
20081616|1391230|R|1|1|G089
20083721|1635220|N|1|2|G089
20084676|1499130|R|1|1|G089
20030451|1385080|N|1|1|G089
20115500|1825790|N|1|2|G089
20119422|1469130|N|1|1|G089
20109011|1592890|N|1|1|G089
20123096|1569710|N|1|1|G089
20113320|1941710|N|1|1|G089
20125540|1798740|N|1|2|G089
20126397|1503470|N|1|1|G089
20128222||Z|0|0|G089
20066097||N|0|1|G089
20065441|1529480|R|1|1|G089
20067260||N|0|1|G089
20068083|1865050|N|1|1|G089
20069332||N|0|1|G089
20069808||N|0|1|G089
20069496|1311400|R|1|1|G089
20069282||N|0|1|G089
20032058|1268980||1|20|G089
10036611|0030650||1|1|G089
20046853||N|0|1|G089
20040519||R|0|1|G089
20040151||R|0|140|G089
20049857||N|0|1|G089
10015457|1326550|N|1|1|G089
10019116|0539690|N|1|1|G089
20022174|1225520|N|1|1|G089
20061101|1712960|N|1|1|G089
20053744|1402830|N|1|0|G089
10012589|0402700|N|1|1|G089
20044856||N|0|2|G089
20016996||R|0|1|G089
20022489|1409170|N|1|2|G089
20054667|1386080|N|1|2|G089
20053726|1260130|N|1|1|G089
20056144||N|0|1|G089
20058290||N|0|1|G089
20052538|1668220|R|1|1|G089
20063858||N|0|1|G089
20063362|1358170|N|1|1|G089
20064984||N|0|1|G089
20066944||N|0|1|G089
20063932|1358860|N|1|1|G089
20130915|1507400||1|1|G089
20125142|1587980|I|1|1|G089
20127416|1681840|I|1|1|G089
20041589||N|0|10|G089
20045051||N|0|10|G089
20052261|1669800|N|1|10|G089
20059262||R|0|1|G089
20056620|1378630|N|1|1|G089
20040159||N|0|0|G089
10005191|1320970|N|1|1|G089
20040033|1230310|R|1|1|G089
20060735||N|0|2|G089
20052133|1300890|N|1|1|G089
20047794||R|0|1|G089
20048333||R|0|1|G089
10006967||N|0|1|G089
20121733|1539300||1|2|G089
20103510|1496940|V|1|2|G089
20106030|1444330|I|1|1|G089
20097540|1573460|V|1|1|G089
20023809|1172280|V|1|1|G089
20065864||N|0|1|G089
20067176||N|0|1|G089
20067711|1865030|N|1|1|G089
20067567|1294280|N|1|2|G089
20068212|1556570|N|1|1|G089
20069750||N|0|1|G089
20070811||N|0|1|G089
20071994|1714280|N|1|5|G089
20071306|1343080|N|1|1|G089
20041161||N|0|0|G089
20052908|1442020|N|1|2|G089
20049859||N|0|1|G089
20052323||N|0|1|G089
20048529||R|0|1|G089
20033434|1318080|R|1|1|G089
20043993||R|0|1|G089
20033804|1382300|N|1|2|G089
20037032||R|0|1|G089
20052222||N|0|1|G089
20052063||N|0|1|G089
20051877||N|0|1|G089
20058026|1481700||1|10|G089
20004026|1341860||1|50|G089
20084820|1537630||1|10|G089
20128717|1605140|N|1|10|G089
20131032|1507900||1|12|G089
20006531|1045100||1|1|G089
20047844|1196790||1|2|G089
20129740|1957650|I|1|1|G089
20064990|1311210|R|1|1|G089
20063174||N|0|1|G089
20003500||R|0|2|G089
20027827||N|0|1|G089
20043786|1322290|N|1|2|G089
20045035|1306990|N|1|2|G089
20026999||N|0|1|G089
20037849|1153920|N|1|6|G089
20045180|1179320|N|1|24|G089
20039180||R|0|1|G089
20057726||R|0|6|G089
20053496||N|0|1|G089
20037059|1320840|N|1|1|G089
20034880|1317960|R|1|1|G089
20029138||R|0|1|G089
20053500||N|0|1|G089
20045068||R|0|1|G089
20009165|1069160|N|1|1|G089
20043791||N|0|1|G089
20037692||N|0|1|G089
10004213|1321290|N|1|1|G089
20002203|1012800||1|24|G089
20085730|1393320||1|2|G089
20093193|1471920||1|2|G089
20129672|1957540|V|1|1|G089
20110026|1506090||1|1|G089
20043412|1322590||1|1|G089
20048154|1180980|N|1|40|G089
20037951||N|0|1|G089
20061778|1358050|N|1|1|G089
20056279||N|0|1|G089
20054538||N|0|1|G089
20054672||N|0|1|G089
20041196|1520490|N|1|1|G089
20054364||N|0|1|G089
20055094||N|0|1|G089
20048669|1286640|F|1|1|G089
20040278||N|0|1|G089
20009880||N|0|2|G089
20039985|1378560|R|1|1|G089
20035269|1216750|N|1|1|G089
20054894|1535060|N|1|1|G089
20028905||R|0|1|G089
20055316|1314970|R|1|1|G089
20123569|||0|0|G089
20123740|||0|0|G089
20123709|||0|0|G089
20055687|1382510|R|1|1|G089
20044645||N|0|1|G089
10037213|1216850|R|1|1|G089
20051847||R|0|1|G089
20045538||N|0|1|G089
20045244|1532700|R|1|1|G089
20041099|1863990|N|1|1|G089
20060070||N|0|1|G089
20057335||N|0|1|G089
20054014||N|0|1|G089
20122930|||0|0|G089
20123657|||0|0|G089
20120435|1627850|N|1|1|G089
20065084||N|0|1|G089
20062334||N|0|1|G089
20005744||N|0|12|G089
20037575||N|0|1|G089
20026539|1429540|R|1|1|G089
20025487|1201830||1|5|G089
20124603|1417360||1|1|G089
20122937|1569150|R|1|1|G089
20087064||N|0|0|G089
20099679|1489810||1|1|G089
20013831|1426160||1|4|G089
20039011|1521390||1|1|G089
20120854|1565210|Z|1|0|G089
20126459|1503300||1|0|G089
20040893|1324480|Z|1|1|G089
20063739|1713930|N|1|1|G089
20090302|1418890|N|1|1|G089
10000255|0005410||1|4|G089
20040296|1221190|D|1|2|G089
20040303|1221200||1|2|G089
20092042|1502140||1|2|G089
20060290|1527610||1|1|G089
20119165|1468940||1|1|G089
10020193|1198720||1|1|G089
20110472|1502450||1|2|G089
20113322|1941750||1|1|G089
20054960|1535270|N|1|10|G089
20006338||N|0|1|G089
10023694||N|0|5|G089
20071828|1529490||1|6|G089
20125853|1436890||1|1|G089
20000980|1003520||1|2|G089
10011440|0374430||1|2|G089
20130527|1591360||1|1|G089
20053058|1442720||1|12|G089
20096642|1490280||1|1|G089
10030924|1709540||1|1|G089
20109069|1583430||1|1|G089
20082581|1429780||1|1|G089
20110632|1781390|V|1|1|G089
20128690|1605570||1|1|G089
10010246|0858670||1|1|G089
10000665|0029300||1|2|G089
10028800|0769830||1|1|G089
20067201|1529210||1|1|G089
20037044|1269830|V|1|12|G089
20132149|||0|2|G089
10000543|0718170||1|5|G089
20045421|1532880|L|1|2|G089
10007389|0337340|L|1|6|G089
20054747|1652590||1|1|G089
10037280|0122640||1|1|G089
20073805|1293840||1|6|G089
20051574|1394950||1|6|G089
20014403|1106980||1|2|G089
20087479|1336400||1|1|G089
20125493|1588870|O|1|1|G089
20016245|1554260||1|24|G089
20049556|1377010||1|40|G089
20096781|1490270||1|40|G089
10000184|0003760||1|40|G089
20131370|1660720||1|20|G089
20035264|1355990||1|2|G089
20049993|1437360||1|4|G089
20056645|1378650||1|2|G089
10036887|1248920||1|3|G089
20107008|1426550||1|2|G089
20063359|1636100||1|12|G089
10001132|1588550||1|2|G089
20123496|1487030||1|1|G089
20043933|1355950|R|1|1|G089
20051178||N|0|1|G089
20050917|1668140|R|1|1|G089
20056591|1378680|N|1|2|G089
20029171||R|0|1|G089
20034267||N|0|1|G089
20056928||N|0|1|G089
20056844||N|0|1|G089
20056496||R|0|1|G089
20052011||N|0|1|G089
20036043|1157380|R|1|1|G089
20100105|1475000||1|1|G089
10000859|0035850||1|1|G089
20105396|1528860|V|1|1|G089
20044862|1179240||1|2|G089
20036469|1219690|V|1|1|G089
20106043|1444350||1|1|G089
20052754|1668280||1|1|G089
20048880|1275620||1|12|G089
20121404|1673840|N|1|1|G089
20125690|1539840||1|1|G089
20128697|1605480||1|1|G089
20121357|1673770||1|1|G089
20112822|1544600||1|2|G089
20131022|1507920||1|24|G089
20039013|1319960|V|1|1|G089
20130561|1701300||1|40|G089
20112821|1483500|V|1|1|G089
20021032|1254080||1|6|G089
20078113|1334320||1|24|G089
20069844|1305840||1|1|G089
20128119|1799470|I|1|1|G089
20095866|1415790||1|1|G089
20106269|1863400|I|1|1|G089
20119105|1435910||1|1|G089
20098935|1552340|N|1|1|G089
20094163|1818460||1|1|G089
20094811|1457010||1|1|G089
20090435|1419700||1|1|G089
20123738|||0|0|G089
20071871|1714040||1|1|G089
20091644|1296760|V|1|1|G089
20124799|1445910||1|1|G089
20116411|1704580||1|10|G089
10001094|0370580|D|1|30|G089
20030180|1385340|R|1|1|G089
20046502||N|0|1|G089
20093336|1472660|N|1|1|G089
20100795|1496830|D|1|10|G089
20115758|1836810|S|1|10|G089
20126488|1503610|L|1|2|G089
20128929|1564900||1|2|G089
20073817|1372770|Z|1|1|G089
20131487|||0|0|G089
20084481|1498700|D|1|12|G089
20125662|1539790|V|1|10|G089
20045181|1179330||1|24|G089
10003435|0190760||1|40|G089
20024324|1521280||1|40|G089
10000652|0027940|D|1|40|G089
20127764|1974270|T|1|20|G089
20128850|1605790||1|10|G089
20097804|1573500||1|10|G089
20020018|1332060||1|1|G089
20003910|1064520|D|1|3|G089
20105102|1528740||1|2|G089
20130147|1620160||1|2|G089
20098010|1574160||1|1|G089
20105926|1492280|I|1|1|G089
20117261|1781460|I|1|1|G089
20119473|1436050|I|1|1|G089
20127235|1681610||1|1|G089
20120949|1420300|I|1|1|G089
20122578|1562250||1|2|G089
20131301|1858360||1|1|G089
